Number of rooms,Area (m2),Price (€),Price per m2 (€),Zone,Link
2,45,47000,1044,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-mobilat-si-utilat-de-vanzare-decebal-IDiXMZ.html#e12d76c7ef
3,88,83244,946,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-3-camere-de-vanzare-zona-centrala-oradea-IDkiGT.html#e12d76c7ef
2,73,74208,1017,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-2-camere-de-vanzare-zona-centrala-oradea-IDkix9.html#e12d76c7ef
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#02b476a254
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#02b476a254
3,75,73300,977,Velenta,https://www.storia.ro/ro/oferta/apartament-spatios-confort-1-decomandat-3-camere-IDlN17.html#02b476a254
2,74,67500,912,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-2-camere-ultracentral-IDl7SN.html#02b476a254
2,75,57500,767,Decebal-Dacia,https://www.storia.ro/ro/oferta/comision-0-cumprtor-apartament-n-rogerius-cu-vedere-panoramic-IDlNzb.html#02b476a254
2,67,63000,940,Nicolae Iorga,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-decomandat-zona-magazinul-crisul-v2357-IDkVgK.html#02b476a254
3,75,69500,996,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-nou-de-vanzare-3-camere-str-xenopol-zona-prima-shops-IDivvE.html#02b476a254
2,47,41500,883,Rogerius,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-rogerius-oradea-IDkRwl.html#02b476a254
3,141,115000,816,Oncea,https://www.storia.ro/ro/oferta/gaminvest-apartament-3-camere-de-vanzare-oncea-oradea-v2141-IDiigl.html#02b476a254
2,73,67920,930,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-nou-2-camere-de-vanzare-zona-centrala-oradea-IDleUQ.html#02b476a254
3,58,56000,966,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-cu-3-camere-in-rogerius-oradea-v2260-IDjXA5.html#02b476a254
2,82,75660,923,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-nou-2-camere-de-vanzare-zona-centrala-oradea-IDleRr.html#02b476a254
3,83,75000,904,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-zona-gheorghe-doja-IDloPU.html#02b476a254
2,65,52500,808,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-nufarul-oradea-IDljLL.html#02b476a254
2,65,54900,845,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vnzare-dimitrie-cantemir-IDlLc4.html#02b476a254
3,78,67000,859,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-lux-de-vanzare-zona-aleea-rogerius-IDl7zq.html#02b476a254
3,40,78000,844,Nicolae Iorga,https://www.storia.ro/ro/oferta/ap-3-camere-l-pasteur-92-36-mp-rate-la-dezvoltator-IDecAJ.html#02b476a254
1,37,43000,1162,Decebal-Dacia,https://www.storia.ro/ro/oferta/garsonier-zona-rogerius-IDlUnm.html#02b476a254
4,60,68400,654,Iosia Nord,https://www.storia.ro/ro/oferta/apartament-4-camere-in-zona-iosia-IDlSQZ.html#02b476a254
2,70,79500,1136,Orasul Nou,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-ared-oradea-bihor-v2364-IDl1ha.html#02b476a254
2,68,52000,765,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-cu-2-camere-rogerius-oradea-v2052-IDjREs.html#02b476a254
3,72,68000,944,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-nufarul-68-000-IDinlJ.html#02b476a254
4,92,62500,679,Rogerius,https://www.storia.ro/ro/oferta/apartament-4-camere-zona-corneliu-coposu-IDlDOk.html#02b476a254
3,90,89000,989,Oradea,https://www.storia.ro/ro/oferta/apartament-lux-4-camere-IDm5XL.html#02b476a254
5,115,164900,1434,Iosia,https://www.storia.ro/ro/oferta/ap-5-camere-iosia-la-casa-singur-la-curte-lux-lux-IDkaX7.html#02b476a254
2,60,69500,1158,Iosia,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-prima-onestilor-oradea-IDhKjJ.html#02b476a254
4,172,175000,1017,Oradea,https://www.storia.ro/ro/oferta/apartament-spatios-4-camere-de-vanzare-ultracentral-v-alecsandri-IDliN2.html#02b476a254
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#f3c50ac38a
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#f3c50ac38a
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#f3c50ac38a
3,80,69900,874,Iosia,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-iosia-etajul-3-IDjqbQ.html#f3c50ac38a
2,73,85000,1164,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-lux-de-vanzare-bloc-ared-iosia-oradea-IDlYwk.html#f3c50ac38a
2,52,43000,827,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-zona-nufarul-oradea-romania-v2363-IDl0xq.html#f3c50ac38a
2,60,47000,783,Olosig,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-zona-ultracentrala-oradea-v2299-IDkdOP.html#f3c50ac38a
3,73,67000,918,Rogerius,https://www.storia.ro/ro/oferta/oferta-3-cam-rogerius-transilvaniei-et-2-63-mp-utili-IDlXZg.html#f3c50ac38a
2,64,53000,828,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-doua-camere-de-vanzare-tip-q-rogerius-oradea-IDlTpN.html#f3c50ac38a
3,72,53700,746,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-dacia-IDkoHI.html#f3c50ac38a
2,52,77900,1498,Oradea,https://www.storia.ro/ro/oferta/vnzare-studio-IDghwe.html#f3c50ac38a
4,98,124700,1272,Oradea,https://www.storia.ro/ro/oferta/oradea-ultracentral-centru-civic-vindem-apartament-4-camere-IDhXOP.html#f3c50ac38a
2,40,49000,1225,Oradea,https://www.storia.ro/ro/oferta/2-camere-40mp-rogerius-IDlaND.html#f3c50ac38a
2,67,45000,672,Dorobantilor,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-de-vanzare-parcul-22-dec-oradea-v2398-IDlnkC.html#f3c50ac38a
2,100,85000,850,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-2-camere-ultracentral-IDlB17.html#f3c50ac38a
4,112,95000,848,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-4-camere-central-IDliaq.html#f3c50ac38a
2,43,53000,1233,Olosig,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-1-camera-oradea-v1561-ID9RXe.html#f3c50ac38a
2,111,110000,991,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-oradea-v2007b-IDipDO.html#f3c50ac38a
2,64,32000,500,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-de-vanzare-semicentral-oradea-v1329-IDdpHd.html#f3c50ac38a
2,46,43000,935,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-oradea-v1759-IDdDWH.html#f3c50ac38a
3,95,89500,942,Oradea,https://www.storia.ro/ro/oferta/central-3-camere-apartament-la-casa-IDlYWC.html#f3c50ac38a
3,82,67000,817,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-str-d-cantemir-oradea-IDln33.html#f3c50ac38a
4,87,69500,799,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-zona-garii-oradea-v2015-IDhKmd.html#f3c50ac38a
3,67,56000,836,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-zona-leonardo-davinci-nufaru-IDlrbZ.html#f3c50ac38a
2,64,67000,1047,Oradea,https://www.storia.ro/ro/oferta/nufarul-plaza-2-camere-lux-bloc-nou-IDlYS5.html#f3c50ac38a
3,86,63500,738,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-rogerius-parter-IDk2aW.html#f3c50ac38a
2,44,68000,1545,Oradea,https://www.storia.ro/ro/oferta/apartament-modern-plaza-nufarul-IDlJY0.html#f3c50ac38a
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#84ded53578
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#84ded53578
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#84ded53578
2,56,57800,1032,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-cantemir-IDlAh6.html#84ded53578
2,59,68000,1153,Splaiul Crisanei,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-cu-2-camere-in-decebal-oradea-v2276-IDk6Rj.html#84ded53578
2,64,52500,820,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-apartament-2-camere-de-vanzare-rogerius-oradea-v2390-IDlgZs.html#84ded53578
3,110,110000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-3-cam-pe-str-iuliu-maniu-IDiTUV.html#84ded53578
3,60,58000,967,Rogerius,https://www.storia.ro/ro/oferta/apartament-trei-camere-de-vanzare-bld-transilvaniei-oradea-IDm4fm.html#84ded53578
2,46,54800,1191,Oradea,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlzKH.html#84ded53578
3,92,83000,902,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-pe-malul-crisului-repede-oradea-bihor-v2415a-IDlOEF.html#84ded53578
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#84ded53578
2,70,55900,906,Rogerius,https://www.storia.ro/ro/oferta/apartament-2-camere-zona-rogerius-IDlk3l.html#84ded53578
3,55,52000,945,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-3-camere-parcul-22-decembrie-oradea-v2325-IDktJb.html#84ded53578
2,55,56000,1018,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-tip-pb-cartier-rogerius-oradea-v2427-IDlNR4.html#84ded53578
3,78,88000,1128,Oncea,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-in-oncea-oradea-IDlMD4.html#84ded53578
2,83,73000,880,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-ultracentral-oradea-bihor-v2319-IDkrNF.html#84ded53578
3,65,72000,1108,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-pb-zona-rogerius-IDlxHX.html#84ded53578
3,80,75000,938,Universitatii,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-la-casa-oradea-v1789a-IDdWrV.html#84ded53578
3,98,75000,765,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-central-oradea-a1449-IDldsL.html#84ded53578
3,76,73000,961,Velenta,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-oradea-v2262-IDk3b5.html#84ded53578
1,40,30900,773,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-1-camera-zona-centrala-IDlFfN.html#84ded53578
2,58,62000,1069,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-rogerius-oradea-v2223-IDjA4M.html#84ded53578
3,70,83000,1186,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-88mp-noi-central-sophie-residence-IDkOt5.html#84ded53578
4,73,59400,814,Decebal-Dacia,https://www.storia.ro/ro/oferta/vand-apartament-cu-3-camere-zona-dacia-IDlO5Z.html#84ded53578
2,43,43500,1012,Rogerius,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-tip-x-complet-mobilat-IDlNfN.html#84ded53578
4,96,74000,771,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-4-camere-cantemir-oradea-v1972-IDfxhq.html#84ded53578
3,14,65000,791,Velenta,https://www.storia.ro/ro/oferta/apartament-3-camere-bvd-dimitrie-cantemir-IDloUa.html#84ded53578
3,90,72000,800,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-complet-mobilat-si-utilat-cu-dubla-orientare-IDlRIT.html#7ae2810474
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#7ae2810474
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#7ae2810474
4,150,75000,500,Gheorghe Doja,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-apartament-la-casa-zona-doja-oradea-v2005-IDgvHj.html#7ae2810474
3,76,70000,921,Decebal-Dacia,https://www.storia.ro/ro/oferta/gaminvest-apartament-de-vanzare-cu-3-camere-dacia-oradea-v2013-IDfPUt.html#7ae2810474
3,96,80000,833,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-la-casa-de-vanzare-in-oradea-v0420b-IDgvFF.html#7ae2810474
3,91,89000,978,Oradea,https://www.storia.ro/ro/oferta/apartament-lux-de-vnzare-IDlRmo.html#7ae2810474
3,86,67900,790,Seleus,https://www.storia.ro/ro/oferta/ocazie-ap-nou-si-mobilat-in-prima-residence-nufarul-IDloM1.html#7ae2810474
2,41,45000,1098,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-borsului-oradea-IDloLu.html#7ae2810474
2,49,47000,959,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-zona-rogerius-2-camere-IDj0Pd.html#7ae2810474
3,68,55500,816,Nufarul,https://www.storia.ro/ro/oferta/comision-0-IDlCCT.html#7ae2810474
3,82,60000,732,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-zona-rogerius-oradea-IDlsMX.html#7ae2810474
3,65,64900,998,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-parter-et-1-cu-garaj-18mp-sovata-fara-aglomeratie-IDjdFM.html#7ae2810474
1,30,38500,1283,Oradea,https://www.storia.ro/ro/oferta/ap-la-casa-1-camera-str-v-alecsandri-imediat-ocupabila-IDlE2n.html#7ae2810474
2,50,60000,1200,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-mobilat-IDjLFU.html#7ae2810474
2,125,59000,472,Olosig,https://www.storia.ro/ro/oferta/apartament-central-curte-comuna-IDlYRI.html#7ae2810474
4,117,87000,744,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-4-camere-central-IDlAns.html#7ae2810474
2,31,55700,939,Nufarul 2,https://www.storia.ro/ro/oferta/ap-2-camere-anastasia-residence-nufarul-sc-59-31-mp-IDjLbl.html#7ae2810474
3,76,58000,763,Olosig,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-3-camere-de-vanzare-zona-olosig-oradea-v2239-IDjKPv.html#7ae2810474
3,80,73500,919,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-tip-pb-mare-complet-mobilat-lux-IDgkMS.html#7ae2810474
2,82,67900,828,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-piata-rogerius-IDkUKz.html#7ae2810474
2,90,76000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-ared-lidl-IDl0RL.html#7ae2810474
3,124,109000,879,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-blvd-dacia-decebal-oradea-IDkIpy.html#7ae2810474
3,103,69000,670,Oradea,https://www.storia.ro/ro/oferta/apartament-ultracentral-IDiQoN.html#7ae2810474
2,60,67000,1117,Oradea,https://www.storia.ro/ro/oferta/vnd-imobil-central-2-cam-piaa-unirii-67000-euro-IDl97c.html#7ae2810474
3,82,63900,779,Oradea,https://www.storia.ro/ro/oferta/rogerius-3-camere-tip-b-IDlYp5.html#7ae2810474
1,45,36000,800,Oradea,https://www.storia.ro/ro/oferta/ap-1-cam-sanmartin-bloc-nou-IDlsvL.html#7ae2810474
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#283f62127d
1,47,40016,851,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-1-camera-IDkVxo.html#283f62127d
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#283f62127d
3,60,67900,1132,Oradea,https://www.storia.ro/ro/oferta/apartament-ultracentral-IDm3aO.html#283f62127d
4,82,117000,1427,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-4-camere-prima-onestilor-IDlJUh.html#283f62127d
1,30,30900,1030,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-zona-decebal-IDlFNS.html#283f62127d
1,43,46500,1081,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-in-oradea-IDlmxp.html#283f62127d
3,75,61900,825,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-parter-rogerius-eventual-schimb-IDm3EO.html#283f62127d
2,46,67900,1476,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-prima-universitii-IDlwSo.html#283f62127d
3,70,77500,1107,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vnzare-piaa-ion-creang-oradea-IDlELT.html#283f62127d
4,91,95000,1044,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-vedere-la-crisul-repede-IDjpds.html#283f62127d
2,51,67500,1324,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-nou-prima-oradea-decebal-IDlqQv.html#283f62127d
1,25,11500,460,Olosig,https://www.storia.ro/ro/oferta/garaj-in-suprafata-utila-20-mp-tranformabil-in-garsoniera-IDgFlf.html#283f62127d
2,40,37500,938,Velenta,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-zona-velenta-str-gradinarilor-IDm14b.html#283f62127d
4,26,65000,403,Olosig,https://www.storia.ro/ro/oferta/apartament-4-camere-la-casa-zona-parcului-i-c-bratianu-oradea-IDlrQO.html#283f62127d
2,45,31500,700,Oradea,https://www.storia.ro/ro/oferta/gaminvest-v2425-de-vanzare-apartament-cu-2-camere-in-velenta-oradea-IDlPzW.html#283f62127d
2,10,85000,1163,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-2-camere-ared-tudor-vladimirescu-oradea-IDlnld.html#283f62127d
1,46,60000,1304,Oradea,https://www.storia.ro/ro/oferta/apartament-in-complex-iosia-IDm6ts.html#283f62127d
2,58,49900,860,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-an-mare-IDlZd9.html#283f62127d
2,75,85000,1133,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDm0vI.html#283f62127d
2,67,59500,888,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-in-rogerius-oradea-IDlhXN.html#283f62127d
2,53,49800,940,Universitatii,https://www.storia.ro/ro/oferta/apartament-decebal-IDm3er.html#283f62127d
2,67,70500,1052,Iosia,https://www.storia.ro/ro/oferta/apartament-2-camere-nou-cartier-prima-onestilor-oradea-IDlhrp.html#283f62127d
3,72,63000,875,Universitatii,https://www.storia.ro/ro/oferta/apartament-drago-vod-IDk6MZ.html#283f62127d
2,50,48000,960,Oradea,https://www.storia.ro/ro/oferta/apartament-tip-q-cu-2-camere-de-vanzare-zona-rogerius-str-galileo-IDlgJv.html#283f62127d
4,100,98000,980,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-de-vanzare-zona-rogerius-IDlgIU.html#283f62127d
2,70,46200,660,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-rogerius-IDk6qS.html#283f62127d
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#00c95deec4
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#00c95deec4
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#00c95deec4
2,52,75000,1442,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-central-str-ecaterina-teodoroiu-schimb-cu-garsoniera-IDjsEu.html#00c95deec4
2,58,49000,845,Oradea,https://www.storia.ro/ro/oferta/rogerius-q-2-camere-IDlYSX.html#00c95deec4
3,78,65000,833,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-etaj-2-alcatel-IDkXsz.html#00c95deec4
2,56,49800,889,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-2-balcoane-decebal-IDm5vO.html#00c95deec4
2,62,55000,887,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-transilvaniei-IDlfXN.html#00c95deec4
2,56,63000,1125,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-aluminei-IDlfOm.html#00c95deec4
2,48,58999,1229,Oradea,https://www.storia.ro/ro/oferta/apartament-IDkrIG.html#00c95deec4
2,66,52900,802,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-b-dul-decebal-oradea-IDl8XN.html#00c95deec4
2,23,55000,1074,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-n-ared-IDjDm7.html#00c95deec4
3,126,78000,619,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-oradea-zona-universitatii-IDlMW9.html#00c95deec4
2,65,49900,768,Subcetate,https://www.storia.ro/ro/oferta/apart-2-cam-65-mp-pol-rutiera-medicina-centru-civic-parter-IDkoza.html#00c95deec4
3,73,59500,815,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-rogerius-oradea-IDly32.html#00c95deec4
3,92,137000,1489,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cantemir-avand-3-camere-si-3-balcoane-IDkQZ9.html#00c95deec4
2,11,84000,932,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-2-camere-ared-lidl-oradea-IDlLKU.html#00c95deec4
2,60,69500,1158,Iosia,https://www.storia.ro/ro/oferta/apartament-2-camere-prima-onestilor-oradea-IDhEoR.html#00c95deec4
2,51,59600,1169,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-ared-etaj-1-kaufland-IDk3SK.html#00c95deec4
3,80,57900,724,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-cartierul-rogerius-IDjXU6.html#00c95deec4
2,53,53000,1000,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cantemir-IDm39q.html#00c95deec4
2,50,59400,1188,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-prima-decebal-finisat-cu-cf-IDlKRS.html#00c95deec4
3,87,69900,803,Velenta,https://www.storia.ro/ro/oferta/apartament-cartier-orizont-2-IDlxjj.html#00c95deec4
2,77,74900,973,Oradea,https://www.storia.ro/ro/oferta/apartament-lux-2-camere-prima-universitatii-IDlvQb.html#00c95deec4
3,58,47500,819,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-situat-pe-strada-iza-oradea-IDjzSr.html#00c95deec4
1,44,56000,1273,Oradea,https://www.storia.ro/ro/oferta/apartamenet-bloc-nou-nufarul-IDlwrk.html#00c95deec4
1,27,30000,1111,Oradea,https://www.storia.ro/ro/oferta/garsoniera-zona-sovata-IDlXir.html#00c95deec4
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#87e11b61c5
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#87e11b61c5
3,86,82000,953,Orasul Nou,https://www.storia.ro/ro/oferta/vnzare-apartament-la-cas-ultracentral-IDlVmA.html#87e11b61c5
4,94,93999,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-tip-b-decomandat-parter-rogerius-mobilat-utilat-IDi8gf.html#87e11b61c5
3,61,57000,934,Universitatii,https://www.storia.ro/ro/oferta/apartament-rogerius-strada-aluminei-langa-gradinita-IDkVhA.html#87e11b61c5
3,50,39800,796,Oradea,https://www.storia.ro/ro/oferta/apartament-tip-x-zona-velenta-IDiQoK.html#87e11b61c5
4,92,88000,957,Universitatii,https://www.storia.ro/ro/oferta/apartament-iosia-IDljQa.html#87e11b61c5
2,48,55000,1146,Seleus,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-nufarul-oradea-IDlRjz.html#87e11b61c5
2,58,49500,853,Oradea,https://www.storia.ro/ro/oferta/rogerius-2-camere-tip-q-IDlRhX.html#87e11b61c5
4,140,107000,764,Decebal-Dacia,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-4-camere-pe-bulevardul-dacia-IDm2IL.html#87e11b61c5
3,86,70000,814,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-an-cazaban-eventual-schimb-IDjuFx.html#87e11b61c5
2,55,68000,1236,Orasul Nou,https://www.storia.ro/ro/oferta/sapient-apartament-la-casa-str-tuberozelor-IDm2kd.html#87e11b61c5
2,74,85000,1149,Orasul Nou,https://www.storia.ro/ro/oferta/sapient-apartament-la-casa-in-curte-comuna-str-tuberozelor-IDm2jH.html#87e11b61c5
2,60,51000,850,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDlTuW.html#87e11b61c5
3,68,51000,750,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-rogerius-IDknG4.html#87e11b61c5
2,53,61500,1160,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDm6dZ.html#87e11b61c5
3,160,189000,1181,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-ultracentral-finisat-160m2-utili-IDimom.html#87e11b61c5
4,70,70000,1000,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-4-camere-sau-schimb-cu-casa-IDgGqQ.html#87e11b61c5
3,68,70000,1029,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDm0zf.html#87e11b61c5
4,82,15078,184,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camrere-de-vanzare-rogerius-bdl-dacia-IDm4cq.html#87e11b61c5
3,64,75000,1172,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-IDkOhZ.html#87e11b61c5
2,48,56000,1167,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-48-mp-aproape-de-centru-renovat-IDm6AM.html#87e11b61c5
2,40,53000,1325,Oradea,https://www.storia.ro/ro/oferta/apartament-IDm6B4.html#87e11b61c5
2,40,40000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-rogerius-IDm0xU.html#87e11b61c5
4,120,113500,946,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-ultracentral-IDltAL.html#87e11b61c5
