Number of rooms,Area (m2),Price (€),Price per m2 (€),Zone,Link
1,31,43000,1387,Oradea,https://www.storia.ro/ro/oferta/apartament-1-camera-centru-malul-crisului-IDjQDw.html#4c4089b755
2,48,48500,1010,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-IDkKDu.html#4c4089b755
3,70,59500,850,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-pb-decomandat-IDlBcR.html#4c4089b755
2,59,58500,992,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-super-oferta-IDl61r.html#4c4089b755
3,70,57500,821,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-tip-pb-IDkRjm.html#4c4089b755
2,51,53000,1039,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDm33b.html#4c4089b755
2,70,79000,1129,Oradea,https://www.storia.ro/ro/oferta/apartament-la-cas-ultracentral-IDjdLH.html#4c4089b755
2,550,50000,14,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-in-nufaru-IDkc9o.html#4c4089b755
2,58,84000,1448,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-nou-ared-lidl-IDlRnH.html#4c4089b755
2,90,47900,750,Rogerius,https://www.storia.ro/ro/oferta/apartament-2-camere-tip-an-cartier-rogerius-oradea-IDl3Py.html#4c4089b755
2,57,65000,1140,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-IDm668.html#4c4089b755
3,70,68000,971,Oradea,https://www.storia.ro/ro/oferta/apartament-3-cam-IDiaLC.html#4c4089b755
1,69,72900,1057,Subcetate,https://www.storia.ro/ro/oferta/apartament-de-vnzare-tip-studio-ultracentral-IDm2ye.html#4c4089b755
4,140,95000,679,Olosig,https://www.storia.ro/ro/oferta/oferta-pentru-oameni-inteligenti-IDm4QY.html#4c4089b755
1,33,35000,1061,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-in-nufarul-IDj1C1.html#4c4089b755
2,45,53000,1178,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-rogerius-oradea-v2221-IDjurj.html#4c4089b755
4,80,98000,1225,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-pc-nufarul-IDm2jB.html#4c4089b755
3,77,77500,1006,Oradea,https://www.storia.ro/ro/oferta/vand-apart-3-cam-conf-1-lux-tip-c-zona-piata-mare-IDjNih.html#4c4089b755
1,44,43400,986,Oradea,https://www.storia.ro/ro/oferta/apartament-spatios-etaj-optim-IDlQLY.html#4c4089b755
2,52,64000,1231,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-IDlJFc.html#4c4089b755
2,49,62000,1265,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-cartier-prima-nufru-IDlMo6.html#4c4089b755
2,40,37000,925,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDhxLH.html#4c4089b755
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#2ff6c115c8
2,59,61700,1046,Rogerius,https://www.storia.ro/ro/oferta/apartament-deosebit-complet-renovat-mobilat-si-utilat-rogerius-IDlMvg.html#2ff6c115c8
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#2ff6c115c8
3,65,58500,900,Oradea,https://www.storia.ro/ro/oferta/vnd-ap-pb-3-camere-IDluHA.html#2ff6c115c8
2,60,57900,965,Oradea,https://www.storia.ro/ro/oferta/rogerius-pb-2-camere-lux-IDlYSB.html#2ff6c115c8
1,75,78000,1040,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-zona-ultracentrala-oradea-IDgUer.html#2ff6c115c8
3,65,64900,998,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-si-garaj-18mp-etaj-0-1-sovata-IDljfu.html#2ff6c115c8
2,48,53900,1123,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-et-3-confort-1-central-zona-republicii-IDlh3m.html#2ff6c115c8
1,60,29900,1045,Oradea,https://www.storia.ro/ro/oferta/apartament-cochet-tip-studio-zona-centrala-oradea-IDlVug.html#2ff6c115c8
3,65,60000,923,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDlku2.html#2ff6c115c8
3,67,65000,970,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-bd-dacia-IDkAXp.html#2ff6c115c8
4,99,75000,758,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-4-camere-tip-an-pe-dacia-IDlD8y.html#2ff6c115c8
1,28,33800,1207,Oradea,https://www.storia.ro/ro/oferta/apartament-1-camer-tip-d-IDlD7v.html#2ff6c115c8
2,49,56000,1143,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-tip-pb-rogerius-str-zimbrului-IDlVh5.html#2ff6c115c8
1,30,40000,846,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-o-camer-zona-rogerius-IDlYB7.html#2ff6c115c8
3,68,62600,921,Oradea,https://www.storia.ro/ro/oferta/vand-schimb-cu-casa-apartament-3-camere-tip-pb-IDl6AD.html#2ff6c115c8
4,115,107900,938,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-zona-centrala-IDm1E5.html#2ff6c115c8
2,51,47000,922,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-2-camere-de-vanzare-nufarul-oradea-v2304-IDkjXJ.html#2ff6c115c8
1,34,29900,879,Orasul Nou,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-o-camera-la-casa-zona-centrala-oradea-v2267-IDkjNx.html#2ff6c115c8
3,68,66000,971,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDlWEB.html#2ff6c115c8
4,86,85000,988,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-IDm19v.html#2ff6c115c8
1,42,40000,952,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-40-mp-utili-IDlWml.html#2ff6c115c8
1,21,23900,1138,Oradea,https://www.storia.ro/ro/oferta/garsoniera-rogerius-mobilat-utilata-complet-IDm5ME.html#2ff6c115c8
2,68,68700,1010,Oradea,https://www.storia.ro/ro/oferta/apartamente-noi-de-vanzare-oradea-IDhXSf.html#2ff6c115c8
3,70,86500,1236,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlW9V.html#2ff6c115c8
2,65,81500,1254,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-la-casa-situat-central-str-m-eminescu-IDgD4T.html#2ff6c115c8
3,130,130000,1000,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-strada-primariei-IDlry8.html#2ff6c115c8
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#89d225bdd7
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#89d225bdd7
3,65,75000,1154,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-rogerius-IDlRFE.html#89d225bdd7
1,25,21000,840,Oncea,https://www.storia.ro/ro/oferta/gaminvest-garsoniera-de-vanzare-cartier-oncea-oradea-v2263-IDkbma.html#89d225bdd7
4,80,94500,1181,Oradea,https://www.storia.ro/ro/oferta/apartament-tipu-blv-dacia-4-camere-design-deosebit-IDjiiF.html#89d225bdd7
2,45,60000,1333,Oradea,https://www.storia.ro/ro/oferta/vand-schimb-apt-2-camere-tip-d-utilat-mobilat-lux-IDlCCq.html#89d225bdd7
4,100,80000,800,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-4-camere-tip-u-zona-dacia-100-mp-IDgEUp.html#89d225bdd7
2,60,79200,1320,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-studio-pietonala-eminescu-centru-civic-republicii-IDlAv7.html#89d225bdd7
2,44,43000,977,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-tip-y-IDlAqJ.html#89d225bdd7
2,70,68000,971,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-cam-an-IDkTxP.html#89d225bdd7
3,70,58500,836,Nufarul,https://www.storia.ro/ro/oferta/gaminvest-apartament-3-camere-de-vanzare-nufarul-oradea-v2405-IDlAfG.html#89d225bdd7
2,50,50000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-2-cam-x-mare-balcon-inchis-velenta-IDjGPt.html#89d225bdd7
3,69,60000,870,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-tip-pb-mare-oradea-cartierul-iosia-nord-IDlA8S.html#89d225bdd7
3,67,70000,1045,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-cu-3-camere-de-vanzare-zona-ultracentrala-IDlA5h.html#89d225bdd7
3,55,62000,1127,Oradea,https://www.storia.ro/ro/oferta/apartament-tip-pb-3-camere-str-minerilor-rogerius-IDlzXP.html#89d225bdd7
4,89,80000,899,Oradea,https://www.storia.ro/ro/oferta/vand-sau-schimb-apartament-4-camere-rogerius-cu-ap-2-camere-ared-prim-IDjjcH.html#89d225bdd7
4,100,98800,988,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-IDlgtq.html#89d225bdd7
2,50,54000,1080,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-de-vanzare-IDjCvr.html#89d225bdd7
2,52,67500,1298,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-IDiMKB.html#89d225bdd7
2,85,85000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-ultracentral-m-eminescu-renovat-IDzd2.html#89d225bdd7
2,74,52000,703,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-IDlZf5.html#89d225bdd7
2,63,85000,1349,Oradea,https://www.storia.ro/ro/oferta/vanzare-apartament-cu-2-camere-lux-ared-r31-IDlO7q.html#89d225bdd7
3,65,59400,914,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-3-camere-zona-dacia-IDlO5y.html#89d225bdd7
4,88,87000,989,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-tip-d-langa-lotus-mall-IDlO2q.html#89d225bdd7
2,30,45000,1500,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-IDlNPc.html#89d225bdd7
2,32,40500,1266,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDgiYb.html#89d225bdd7
3,64,69000,1078,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-tip-pb-mare-cu-3-camere-IDlNhK.html#89d225bdd7
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#f1bb2d736c
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#f1bb2d736c
3,84,60990,657,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-bulevardul-dacia-IDlWkq.html#f1bb2d736c
3,71,85000,1197,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-zona-piaa-mare-IDkbLv.html#f1bb2d736c
4,150,139000,927,Oradea,https://www.storia.ro/ro/oferta/apartament-5-camere-pe-tudor-vladimirescu-central-zona-0-IDgn0w.html#f1bb2d736c
2,49,65000,1327,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vnzare-tip-pb-rogerius-IDlfdn.html#f1bb2d736c
3,65,75000,1154,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-oradea-gradinarilor-IDjpKE.html#f1bb2d736c
3,78,65000,833,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-b-etaj-2-dacia-IDlvop.html#f1bb2d736c
3,65,54000,831,Oradea,https://www.storia.ro/ro/oferta/4-camere-din-3-parter-et-1-cu-garaj-18mp-sovata-IDlLWi.html#f1bb2d736c
3,85,58860,692,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-prima-premium-decebal-IDi2Eu.html#f1bb2d736c
2,43,40500,942,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-tip-t-IDkQmi.html#f1bb2d736c
2,54,85000,1574,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-lux-2-camere-prima-decebal-onestilor-p4a-ultracentral-IDlxxB.html#f1bb2d736c
2,64,79000,1234,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-iosia-IDjhcJ.html#f1bb2d736c
3,62,109990,1774,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-west-residence-IDlK5k.html#f1bb2d736c
4,97,93900,968,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-etaj-1-cartier-nufarul-IDkOlC.html#f1bb2d736c
3,48,50000,1042,Oradea,https://www.storia.ro/ro/oferta/apart-3-camere-aleea-calinului-25-000-cash-plus-diferenta-in-rate-IDi772.html#f1bb2d736c
2,45,53000,1178,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDl2Hc.html#f1bb2d736c
3,65,73490,1131,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-d-orientat-n-e-s-IDkvkm.html#f1bb2d736c
3,63,74999,1190,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-pb-str-aluminei-10-IDlQFG.html#f1bb2d736c
3,72,72000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-prima-nufrul-IDgCKo.html#f1bb2d736c
2,47,67000,1426,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-open-space-bloc-nou-nufarul-plazza-IDm1Ui.html#f1bb2d736c
3,56,59000,1054,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-f-selimbarului-bl-caramida-IDlUrI.html#f1bb2d736c
3,64,68000,1063,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-pb-cu-3-camere-IDlUrs.html#f1bb2d736c
4,76,78000,1026,Oradea,https://www.storia.ro/ro/oferta/vnzare-apartament-4-camere-rogerius-oradea-IDlTDM.html#f1bb2d736c
2,55,92000,1673,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-ultracentral-pe-strada-republicii-pietonal-IDiGon.html#f1bb2d736c
2,51,62000,1216,Oradea,https://www.storia.ro/ro/oferta/apartament-2-3-camere-rogerius-IDjQn9.html#f1bb2d736c
2,32,39850,1245,Oradea,https://www.storia.ro/ro/oferta/persoana-fizica-vand-apartament-39-850-euro-negociabil-IDlrQo.html#f1bb2d736c
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#a5e4201fe3
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#a5e4201fe3
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#a5e4201fe3
2,51,52500,1029,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-IDi6Rh.html#a5e4201fe3
3,50,52500,1050,Oradea,https://www.storia.ro/ro/oferta/ap-3-camere-nufrul-mcdonalds-et3-IDlHOH.html#a5e4201fe3
3,65,78500,1208,Oradea,https://www.storia.ro/ro/oferta/apartament-renovat-transilvaniei-IDh3dG.html#a5e4201fe3
3,68,73000,1074,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camera-zona-decebal-IDlk5I.html#a5e4201fe3
3,74,78900,1066,Oradea,https://www.storia.ro/ro/oferta/apartament-oferta-unic-IDlRFZ.html#a5e4201fe3
2,55,57500,1045,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDgrea.html#a5e4201fe3
3,69,73000,1058,Oradea,https://www.storia.ro/ro/oferta/apartament-prima-nufarul-IDgvzN.html#a5e4201fe3
3,76,41500,546,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-3-camere-ultracentral-IDlFgo.html#a5e4201fe3
3,54,67000,1241,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-IDlJke.html#a5e4201fe3
3,85,120000,1412,Oradea,https://www.storia.ro/ro/oferta/de-vnzare-apartament-ultracentral-central-IDlBs7.html#a5e4201fe3
3,65,64900,998,Oradea,https://www.storia.ro/ro/oferta/ap-3-camere-65-mp-cu-garaj-sovata-IDlkF3.html#a5e4201fe3
3,70,91000,1300,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-in-zona-rezideniala-IDkSED.html#a5e4201fe3
2,49,57000,1163,Oradea,https://www.storia.ro/ro/oferta/apartament-zona-nufarul-IDm2CH.html#a5e4201fe3
4,93,69000,742,Oradea,https://www.storia.ro/ro/oferta/vand-ap-4-camere-IDlCEk.html#a5e4201fe3
1,33,43000,1303,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-ap-cu-o-camer-IDlMyp.html#a5e4201fe3
4,110,73000,664,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/sapient-apartament-4-camere-zona-cantemir-IDljud.html#a5e4201fe3
3,70,71500,1021,Oradea,https://www.storia.ro/ro/oferta/ap-3-camere-IDiKWx.html#a5e4201fe3
2,55,63999,1164,Oradea,https://www.storia.ro/ro/oferta/proprietar-vand-ap-2-camere-IDlfDB.html#a5e4201fe3
3,80,61700,771,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-prima-decebal-IDlVxr.html#a5e4201fe3
2,70,59900,856,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-parcul-1-decembrie-IDliIZ.html#a5e4201fe3
2,50,57000,1140,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-pe-str-ecaterina-teodoroiu-IDlTqC.html#a5e4201fe3
2,50,62000,1240,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-pb-nufarul-IDlq9J.html#a5e4201fe3
2,50,64500,1290,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-tip-pb-IDm27d.html#a5e4201fe3
3,74,68000,919,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vnzare-IDlEi5.html#a5e4201fe3
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#574e9a72d0
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#574e9a72d0
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#574e9a72d0
1,40,58500,1463,Oradea,https://www.storia.ro/ro/oferta/ared-18-apartament-lux-cu-o-camera-et-2-IDjju3.html#574e9a72d0
3,71,66500,937,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-cantemir-IDm1F1.html#574e9a72d0
2,34,34000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDlUNJ.html#574e9a72d0
3,80,66200,828,Oradea,https://www.storia.ro/ro/oferta/apartament-finisat-nou-3-camere-ocupabil-imediat-prima-nufarul-IDlkD6.html#574e9a72d0
2,76,55720,733,Oradea,https://www.storia.ro/ro/oferta/ap-2-camere-decomanda-bloc-nou-finalizat-cu-cf-IDiJ8o.html#574e9a72d0
2,53,41900,791,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-cam-rogerius-elimbarului-41900-euro-IDm4CF.html#574e9a72d0
2,40,58000,1450,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-ared-r30-IDm16z.html#574e9a72d0
3,75,111000,1480,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vnzare-IDlPGZ.html#574e9a72d0
2,26,44000,1692,Oradea,https://www.storia.ro/ro/oferta/apartament-sau-spaiu-firm-situat-central-IDlSWv.html#574e9a72d0
2,66,90000,1364,Oradea,https://www.storia.ro/ro/oferta/ocazie-apt-superb-cu-vedere-panoramica-IDlkBc.html#574e9a72d0
2,36,42000,1167,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-tip-x-IDm0Wd.html#574e9a72d0
3,80,66500,831,Oradea,https://www.storia.ro/ro/oferta/ap-3-camere-et-2-str-sfntul-apostol-andrei-IDlJLc.html#574e9a72d0
2,45,44500,989,Oradea,https://www.storia.ro/ro/oferta/vand-x-mare-decomandat-IDjF0m.html#574e9a72d0
2,44,47000,1068,Oradea,https://www.storia.ro/ro/oferta/apartament-2-cam-de-vanzare-IDluE7.html#574e9a72d0
3,98,66190,675,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-finisat-76-mp-situat-in-bloc-nou-cu-cf-IDiEhC.html#574e9a72d0
3,70,60000,857,Universitatii,https://www.storia.ro/ro/oferta/apartament-strada-nufarului-oradea-IDm0FN.html#574e9a72d0
2,65,62000,954,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-pb-nufarul-IDlAvL.html#574e9a72d0
3,50,50900,1018,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-la-cheie-IDlP5e.html#574e9a72d0
2,75,97500,1300,Splaiul Crisanei,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandate-etj-1-5-bloc-nou-zona-str-pltini-IDj2UV.html#574e9a72d0
2,56,53000,946,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-decomandat-ultracentral-oradea-IDkC1n.html#574e9a72d0
2,32,39900,1247,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-etajul-1-utilat-mobilat-la-cheie-IDlzUz.html#574e9a72d0
3,67,52500,784,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-zona-selimbarului-IDlg8a.html#574e9a72d0
2,58,57900,998,Oradea,https://www.storia.ro/ro/oferta/rogerius-pb-modern-2-camere-IDlOkQ.html#574e9a72d0
2,40,46990,1175,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-tip-s-IDlOfE.html#574e9a72d0
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#7fad812939
3,78,88000,1128,Oncea,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-in-oncea-oradea-IDlMD4.html#7fad812939
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#7fad812939
1,31,30150,973,Oradea,https://www.storia.ro/ro/oferta/garsoniera-rogerius-IDlUEx.html#7fad812939
2,52,58000,1115,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-an-IDgoLI.html#7fad812939
3,69,70000,1014,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-pe-onetilor-complet-renovat-IDktXG.html#7fad812939
3,63,67000,1063,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-pb-3-camere-zona-decebal-IDlN3q.html#7fad812939
2,50,59500,1190,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-pb-nufru-IDlMQj.html#7fad812939
2,57,43500,763,Nufarul,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-tip-x-mare-zona-nufarul-IDkQWA.html#7fad812939
3,95,98000,1032,Oradea,https://www.storia.ro/ro/oferta/vand-schimb-casa-in-zona-decebal-IDltfr.html#7fad812939
2,50,62900,1258,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-rogerius-IDj3ud.html#7fad812939
3,65,75000,1154,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-situat-pe-aleea-rogerius-IDkqjF.html#7fad812939
1,32,37000,1156,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-tip-d-la-parter-IDlDlv.html#7fad812939
2,52,55500,1067,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDlZmr.html#7fad812939
2,48,50000,1042,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-in-oradea-IDm47D.html#7fad812939
2,52,46500,894,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-bd-d-cantemir-oradea-de-vanzare-IDlYpE.html#7fad812939
3,63,68000,1079,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDlSB3.html#7fad812939
3,65,64000,985,Oradea,https://www.storia.ro/ro/oferta/apartamament-cu-3-camere-de-vanzare-nufarul-liszt-ferenc-IDlFXg.html#7fad812939
3,48,48000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-3-santandrei-IDlHzM.html#7fad812939
3,63,63000,1000,Oradea,https://www.storia.ro/ro/oferta/van-apartament-cu-3-camere-zona-rogeriu-moldovei-IDl4mZ.html#7fad812939
3,64,65000,1016,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-pb-3-camere-rogerius-IDgxIu.html#7fad812939
3,61,80000,1311,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-IDlZ6u.html#7fad812939
2,60,66500,1108,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-nufru-IDlZzr.html#7fad812939
2,54,68000,1259,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-in-nufaru-plazza-IDiPqV.html#7fad812939
2,58,59900,1033,Oradea,https://www.storia.ro/ro/oferta/apartament-d-2-camere-str-doina-IDlCjh.html#7fad812939
3,93,62000,667,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-IDlDYb.html#7fad812939
2,45,49900,1109,Oradea,https://www.storia.ro/ro/oferta/apartament-pb-cu-2-camere-rogerius-aproape-de-piata-rogerius-IDkMrg.html#7fad812939
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#85a42a5450
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#85a42a5450
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#85a42a5450
3,76,64900,854,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-bloc-nou-IDlHao.html#85a42a5450
2,46,50888,1106,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-x-mare-cartier-iosia-str-mestesugarilor-IDlOWJ.html#85a42a5450
3,645,56500,88,Oradea,https://www.storia.ro/ro/oferta/vanzare-apartament-3-camere-etaj-3-zona-dragos-voda-56500-euro-IDlOJp.html#85a42a5450
4,90,74000,822,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-etaj-4-zona-rogerius-IDlXrg.html#85a42a5450
3,64,68000,1063,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-pb-rogerius-IDjMv4.html#85a42a5450
2,50,62000,1240,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-si-parcare-privata-in-prima-nufarul-IDk3Gh.html#85a42a5450
1,37,45900,1241,Oradea,https://www.storia.ro/ro/oferta/vanzare-apartament-cu-o-camera-tip-dp-rogerius-nou-amenajat-mobilat-IDlM8O.html#85a42a5450
2,52,84500,1625,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-decebal-IDlXgx.html#85a42a5450
2,49,52900,1080,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-zona-decebal-IDm6nv.html#85a42a5450
2,38,68000,1789,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-str-t-vladimirescu-50-mp-mobilat-si-utilat-IDldo4.html#85a42a5450
3,110,87000,791,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-la-casa-aproape-de-centru-IDlxtT.html#85a42a5450
